id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2976,Female,21,1,6,0,1-2 Year,Yes,25577,163,75,1
2977,Female,23,1,46,1,< 1 Year,No,25293,152,241,0
2978,Female,23,1,37,0,< 1 Year,Yes,22493,151,250,0
2979,Male,68,1,28,0,1-2 Year,Yes,22054,122,213,1
2980,Female,66,1,28,0,1-2 Year,Yes,54295,26,278,0
2981,Female,22,1,3,1,< 1 Year,No,25077,152,295,0
2982,Male,56,1,29,0,> 2 Years,Yes,2630,124,121,1
2983,Female,51,1,28,0,1-2 Year,Yes,43779,124,177,0
2984,Male,24,1,6,0,< 1 Year,Yes,31428,152,128,0
2985,Female,71,1,48,0,> 2 Years,Yes,2630,26,177,0
2986,Male,42,1,24,0,1-2 Year,Yes,2630,124,263,1
2987,Female,23,1,8,1,< 1 Year,No,29985,152,87,0
2988,Male,27,1,30,1,< 1 Year,No,37217,152,56,0
2989,Female,45,1,35,0,1-2 Year,Yes,17913,124,203,0
2990,Male,36,1,8,0,1-2 Year,Yes,37860,124,171,1
2991,Female,50,1,50,1,1-2 Year,No,31122,124,172,0
2992,Male,60,1,14,0,1-2 Year,Yes,28073,26,220,0
2993,Female,23,1,33,1,< 1 Year,No,24009,152,174,0
2994,Female,48,1,28,0,1-2 Year,Yes,37158,124,37,0
2995,Male,21,1,8,0,< 1 Year,Yes,40693,26,187,1
2996,Male,74,1,46,0,> 2 Years,Yes,2630,11,231,1
2997,Male,45,1,28,0,> 2 Years,Yes,43780,26,207,1
2998,Female,46,1,28,0,> 2 Years,Yes,40790,26,43,0
2999,Male,36,1,28,0,1-2 Year,Yes,40803,124,254,0
3000,Male,49,1,28,0,1-2 Year,Yes,57197,26,129,0
